week	dk2_price_vol	dk2_load_vol	dk2_wind_vol	dk2_pen_vol	dk2_exim_vol	dk2_load	dk2_wind	dk2_pen	dk2_exim
237	0.915820482	4.601193237	5.268168681	-2.042796988	5.553305148	7.214469374	5.867108618	-1.347080346	-0.823131548
238	1.430017226	4.036095413	5.273015413	-1.921053041	6.197920418	7.177109707	5.226738245	-1.939302688	-0.871266071
239	0.175452825	3.931440677	4.861451505	-2.33906758	5.712290579	7.19198945	5.389289145	-1.801302162	-0.722375595
240	0.632439894	4.073420221	4.39956131	-2.750266062	5.943031063	7.215121799	4.873013916	-2.303933008	-0.442839286
241	1.045178879	4.351342362	5.078630541	-2.131261269	5.933688789	7.252100355	4.936356367	-2.275341826	-0.077119643
242	0.914767845	4.385907927	5.180109413	-2.003288762	5.992634955	7.255788827	6.080831778	-1.154574332	0.323177976
243	0.341387972	4.453690336	5.042887087	-2.277946033	5.37824892	7.253748375	6.335370817	-0.903910145	0.558142857
244	0.92232185	4.169931483	4.368935322	-2.830330751	5.580245843	7.25166999	4.553500881	-2.642368641	-0.107794048
245	0.361627584	4.394824113	3.972210198	-3.364036645	5.553791387	7.256019956	4.922411061	-2.317049359	-0.348110119
246	0.861699105	4.165258849	5.0326202	-2.175411978	4.373633854	7.270490986	5.668052487	-1.572127915	0.05209881
247	1.261986463	4.461763051	5.222221224	-2.060031739	4.491042047	7.269459223	5.643172734	-1.624010149	0.079489286
248	1.433351553	4.484177679	5.15438551	-2.233854038	4.163995396	7.294567337	5.887855143	-1.407397784	0.144975595
249	1.882711291	4.434847582	4.831864163	-2.353039858	4.696933932	7.292956939	4.866709935	-2.355183321	0.021842857
250	0.555271786	4.517476538	5.466000656	-1.866785167	5.357654838	7.28638739	5.934815457	-1.340412273	0.045335714
251	1.125009027	4.316929285	4.976911335	-2.212158716	6.1021037	7.302031035	5.156486321	-2.1058273	-0.155414286
252	1.542335807	4.448673253	5.199422026	-2.091921741	5.859618929	7.334505886	5.82809021	-1.456519809	-0.125269714
253	1.72176796	4.589275699	4.980590161	-2.288136145	5.852845013	7.331683805	5.453156585	-1.816213087	-0.592735714
254	1.298764981	4.364916675	5.061507605	-2.200108605	6.230319071	7.353226811	5.604422439	-1.68840909	-0.36636369
255	1.525117114	4.045048956	5.607201564	-1.66622536	6.349415241	7.362909618	5.937928765	-1.36883796	-0.319477976
256	1.898625926	4.406233655	5.13860117	-2.158096502	6.316961092	7.387937584	5.354027974	-1.969498204	-0.565682738
257	1.711229568	3.95266859	5.39229135	-1.972098499	6.348488282	7.405839359	6.095730714	-1.267486804	0.040091667
258	2.207991101	4.50388794	5.334848746	-2.092126333	6.475266938	7.454196223	5.636637385	-1.771875576	-0.646507738
259	1.631584221	4.414996509	5.409019897	-2.022923073	5.502777318	7.451217488	6.42190291	-0.990088231	0.042800595
260	0.855698776	4.37187129	4.960342513	-2.295598664	6.306991793	7.451355749	6.500941047	-0.899818832	0.408270238
261	1.405488284	3.619725847	5.650584474	-1.709815199	6.263074779	7.387514	5.962614868	-1.386081798	0.522266071
