BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
25.12.2014;08:00;UTC;24.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1240;2000;18600;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Lippendorf, Schwarze Pumpe;Konventionell
25.12.2014;08:00;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;520;700;7800;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
25.12.2014;08:00;UTC;25.12.2014;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;220;340;440;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
25.12.2014;09:00;UTC;25.12.2014;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;675;1082;4728;50Hertz;50Hertz & PSE;Boxberg;Konventionell
25.12.2014;10:00;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;269;300;3500;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
25.12.2014;15:30;UTC;25.12.2014;22:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;5;5;35;Amprion;TenneT DE;Lünen;Konventionell
25.12.2014;15:30;UTC;25.12.2014;22:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;95;125;665;Amprion;TenneT DE;Lünen;Konventionell
25.12.2014;15:45;UTC;25.12.2014;22:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;130;Amprion;TenneT DE;Lünen;Konventionell
25.12.2014;16:00;UTC;25.12.2014;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;120;Amprion;TenneT DE;Lünen;Konventionell
25.12.2014;16:00;UTC;25.12.2014;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;120;Amprion;TenneT DE;Walsum;Konventionell
25.12.2014;16:15;UTC;25.12.2014;21:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;110;Amprion;TenneT DE;Walsum;Konventionell
25.12.2014;16:15;UTC;25.12.2014;21:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;97;115;535;Amprion;TenneT DE;Herne;Konventionell
25.12.2014;16:30;UTC;25.12.2014;21:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;44;50;220;Amprion;TenneT DE;Völklingen HKV;Konventionell
25.12.2014;16:30;UTC;25.12.2014;21:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;100;Amprion;TenneT DE;Walsum;Konventionell
25.12.2014;16:45;UTC;25.12.2014;21:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;90;Amprion;TenneT DE;Walsum;Konventionell
25.12.2014;17:00;UTC;25.12.2014;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;120;Amprion;TenneT DE;Walsum;Konventionell
25.12.2014;17:00;UTC;25.12.2014;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;200;Amprion;TenneT DE;Scholven;Konventionell
25.12.2014;17:00;UTC;25.12.2014;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;200;Amprion;TenneT DE;Scholven;Konventionell
25.12.2014;17:00;UTC;25.12.2014;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;500;500;1000;50Hertz;50Hertz & TenneT DE;Goldisthal, Lippendorf;Konventionell
25.12.2014;18:45;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;295;400;1253;TenneT DE;50Hertz & TenneT DE;Zolling 5;Konventionell
25.12.2014;19:00;UTC;25.12.2014;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1050;1300;2100;50Hertz;50Hertz & TenneT DE;Boxberg, Goldisthal, Jänschwalde, Lippendorf, Schwarze Pumpe;Konventionell
25.12.2014;20:00;UTC;25.12.2014;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;150;200;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
25.12.2014;21:00;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;290;340;580;TransnetBW;50Hertz;Heizkraftwerk Heilbronn;Konventionell
25.12.2014;21:00;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;290;340;580;TransnetBW;50Hertz;Kraftwerk Lippendorf;Konventionell
25.12.2014;21:00;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;127;177;254;TransnetBW;50Hertz;Vorarlberger Illwerke AG;Sonstiges
25.12.2014;21:00;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;127;177;254;TransnetBW;50Hertz;Kraftwerk Lippendorf;Konventionell
25.12.2014;21:00;UTC;24.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1567;1717;3134;50Hertz;50Hertz & TenneT DE;Lippendorf;Konventionell
25.12.2014;21:00;UTC;24.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1567;1717;3134;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Lippendorf, Schwarze Pumpe;Konventionell
25.12.2014;23:00;UTC;25.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;500;1050;12000;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Lippendorf, Schwarze Pumpe;Konventionell
25.12.2014;23:00;UTC;26.12.2014;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;50Hertz;50Hertz & TenneT DE;Boxberg;Konventionell
25.12.2014;23:00;UTC;26.12.2014;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170;170;170;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
25.12.2014;23:00;UTC;26.12.2014;02:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;333;500;1000;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
25.12.2014;23:00;UTC;26.12.2014;02:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;133;150;400;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
25.12.2014;23:00;UTC;26.12.2014;06:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;3;3;21;TenneT DE;TenneT DE;Huntorf;Konventionell
25.12.2014;23:00;UTC;26.12.2014;00:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;117;130;146;TenneT DE;TenneT DE;Zolling 5;Konventionell
25.12.2014;23:00;UTC;26.12.2014;12:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;136;270;1869;TenneT DE;50Hertz & TenneT DE;Zolling 5;Konventionell
25.12.2014;23:00;UTC;26.12.2014;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;80;50;Amprion;TenneT DE;Walsum;Konventionell
25.12.2014;23:00;UTC;26.12.2014;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;80;37;Amprion;TenneT DE;Herne;Konventionell
25.12.2014;23:00;UTC;26.12.2014;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55;105;82;Amprion;TenneT DE;Lünen;Konventionell
25.12.2014;23:00;UTC;26.12.2014;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;30;10;Amprion;TenneT DE;Völklingen HKV;Konventionell
26.12.2014;00:00;UTC;26.12.2014;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;230;TenneT DE;Ausland;Grohnde;Konventionell
26.12.2014;00:00;UTC;26.12.2014;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;230;TenneT DE;Ausland;Brokdorf;Konventionell
26.12.2014;07:00;UTC;26.12.2014;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;125;150;500;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
26.12.2014;09:00;UTC;26.12.2014;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;317;500;950;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
26.12.2014;12:00;UTC;26.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;213;380;2340;TenneT DE;50Hertz & TenneT DE;Ingolstadt 3;Konventionell
26.12.2014;23:00;UTC;27.12.2014;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;200;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Schwarze Pumpe;Konventionell
26.12.2014;23:00;UTC;26.12.2014;23:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;220;70;TenneT DE;50Hertz & TenneT DE;Ingolstadt 3;Konventionell
26.12.2014;23:00;UTC;27.12.2014;02:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;291;400;582;Amprion;50Hertz & TenneT DE;Hamm Uentrop;Konventionell
27.12.2014;06:00;UTC;27.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;199;360;3382;TenneT DE;50Hertz & TenneT DE;Zolling 5;Konventionell
27.12.2014;06:00;UTC;27.12.2014;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;110;330;50Hertz;50Hertz & TenneT DE;Schkopau;Konventionell
27.12.2014;08:00;UTC;27.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;793;1600;11900;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Schwarze Pumpe;Konventionell
27.12.2014;08:00;UTC;27.12.2014;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;250;1280;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
27.12.2014;09:00;UTC;27.12.2014;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;154;180;770;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
27.12.2014;09:00;UTC;27.12.2014;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;158;280;630;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
27.12.2014;13:00;UTC;27.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;99;120;985;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
27.12.2014;14:00;UTC;27.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;103;120;925;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
27.12.2014;15:00;UTC;27.12.2014;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;211;253;633;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
27.12.2014;15:00;UTC;27.12.2014;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;120;120;120;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
27.12.2014;20:00;UTC;27.12.2014;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;185;210;370;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
27.12.2014;21:00;UTC;27.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;180;280;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
27.12.2014;23:00;UTC;28.12.2014;02:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;224;250;782;TenneT DE;50Hertz & TenneT DE;Zolling 5;Konventionell
27.12.2014;23:00;UTC;28.12.2014;02:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;233;250;700;50Hertz;50Hertz & TenneT DE;Jänschwalde, Lippendorf;Konventionell
28.12.2014;06:15;UTC;28.12.2014;11:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;5;10;25;TenneT DE;TenneT DE;Waldeck 6;Sonstiges
28.12.2014;11:00;UTC;28.12.2014;12:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;250;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
28.12.2014;11:00;UTC;28.12.2014;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;275;400;550;50Hertz;50Hertz & TenneT DE;Jänschwalde, Lippendorf;Konventionell
28.12.2014;11:15;UTC;28.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;150;1062;TenneT DE;50Hertz & TenneT DE;Ingolstadt 4;Konventionell
28.12.2014;13:30;UTC;28.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;289;400;2753;Amprion;50Hertz & TenneT DE;Hamm Uentrop;Konventionell
28.12.2014;15:00;UTC;27.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;675;850;5400;50Hertz;50Hertz & TenneT DE;Jänschwalde, Lippendorf;Konventionell
28.12.2014;23:00;UTC;29.12.2014;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;500;500;500;50Hertz;50Hertz & TenneT DE;Moorburg;Konventionell
28.12.2014;23:00;UTC;29.12.2014;00:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;165;200;248;TenneT DE;50Hertz & TenneT DE;Ingolstadt 4;Konventionell
28.12.2014;23:00;UTC;29.12.2014;00:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;216;300;270;Amprion;50Hertz & TenneT DE;Hamm Uentrop;Konventionell
30.12.2014;00:00;UTC;30.12.2014;07:00;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;4;28;TenneT DE;TenneT DE;Huntorf;Konventionell
30.12.2014;04:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;33;40;100;Amprion;TenneT DE;Herne;Konventionell
30.12.2014;04:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;117;170;470;Amprion;TenneT DE;Weiher;Konventionell
30.12.2014;04:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;32;40;130;Amprion;TenneT DE;Völklingen MKV;Konventionell
30.12.2014;05:00;UTC;30.12.2014;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;250;600;50Hertz;50Hertz & TenneT DE;Schkopau;Konventionell
30.12.2014;07:00;UTC;30.12.2014;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55;55;55;TenneT DE;50Hertz & TenneT DE;Erzhausen 3;Sonstiges
30.12.2014;16:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;65;65;455;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
30.12.2014;16:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;256;385;1795;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
30.12.2014;16:00;UTC;29.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;357;500;2500;50Hertz;50Hertz & TenneT DE;Schkopau;Konventionell
30.12.2014;21:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;25;40;50;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
30.12.2014;21:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;25;40;50;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
30.12.2014;21:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;100;150;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
30.12.2014;23:00;UTC;30.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;683;1150;16400;50Hertz;50Hertz & TenneT DE;Lippendorf, Schkopau;Konventionell
30.12.2014;23:00;UTC;31.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;121;200;2900;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG ;Konventionell
30.12.2014;23:00;UTC;31.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;103;125;2475;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
30.12.2014;23:00;UTC;31.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;103;125;2475;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
31.12.2014;00:30;UTC;31.12.2014;07:30;UTC;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;4;28;TenneT DE;TenneT DE;Huntorf;Konventionell
31.12.2014;05:00;UTC;31.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;235;300;4225;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2;Konventionell
31.12.2014;06:00;UTC;31.12.2014;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;100;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
31.12.2014;08:00;UTC;31.12.2014;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;100;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
31.12.2014;08:00;UTC;31.12.2014;10:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;50Hertz;50Hertz & PSE;Jänschwalde;Konventionell
31.12.2014;11:00;UTC;31.12.2014;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;125;150;250;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
31.12.2014;12:00;UTC;31.12.2014;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;50Hertz;50Hertz & PSE;Jänschwalde;Konventionell
31.12.2014;15:00;UTC;31.12.2014;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;200;50Hertz;50Hertz & PSE;Jänschwalde;Konventionell
31.12.2014;16:00;UTC;31.12.2014;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;300;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
31.12.2014;21:00;UTC;31.12.2014;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
31.12.2014;23:00;UTC;01.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;346;400;8300;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG ;Konventionell
31.12.2014;23:00;UTC;01.01.2015;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
31.12.2014;23:00;UTC;01.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;579;1350;13901;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Schkopau, Schwarze Pumpe;Konventionell
31.12.2014;23:00;UTC;01.01.2015;00:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;254;300;318;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2;Konventionell
31.12.2014;23:00;UTC;01.01.2015;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;82;100;82;TenneT DE;50Hertz & TenneT DE;Zolling 5;Konventionell
01.01.2015;02:00;UTC;01.01.2015;03:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;50;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
01.01.2015;10:00;UTC;01.01.2015;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;150;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
01.01.2015;10:00;UTC;01.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;228;300;2966;TenneT DE;50Hertz & TenneT DE;Zolling 5;Konventionell
01.01.2015;12:00;UTC;01.01.2015;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;600;50Hertz;50Hertz & PSE;Jänschwalde, Schwarze Pumpe;Konventionell
01.01.2015;14:15;UTC;01.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;225;430;1971;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2;Konventionell
01.01.2015;16:00;UTC;01.01.2015;18:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
01.01.2015;17:00;UTC;01.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;155;200;930;50Hertz;CEPS;Moorburg;Konventionell
01.01.2015;19:00;UTC;01.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;167;194;670;50Hertz;50Hertz & PSE;Boxberg;Konventionell
01.01.2015;19:00;UTC;01.01.2015;20:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;175;200;175;TenneT DE;TenneT DE;Gebersdorf 2;Konventionell
01.01.2015;20:00;UTC;01.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;150;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
01.01.2015;23:00;UTC;02.01.2015;02:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;250;450;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG ;Konventionell
01.01.2015;23:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;158;250;3782;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2;Konventionell
01.01.2015;23:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;237;300;5682;TenneT DE;50Hertz & TenneT DE;Zolling 5;Konventionell
01.01.2015;23:00;UTC;02.01.2015;06:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;145;145;1015;TenneT DE;50Hertz & TenneT DE;Isar 2 (SWM);Konventionell
01.01.2015;23:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;223;300;5350;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
02.01.2015;03:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;250;4600;TransnetBW;TenneT DE;Grosskraftwerk Mannheim AG ;Konventionell
02.01.2015;04:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;531;740;10092;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
02.01.2015;04:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;321;400;6100;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau ;Konventionell
02.01.2015;05:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;1327;1676;23894;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Moorburg, Schkopau, Schwarze Pumpe;Konventionell
02.01.2015;06:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;882;882;14994;50Hertz;50Hertz & TenneT DE;Lippendorf;Konventionell
02.01.2015;06:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;5100;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe;Konventionell
02.01.2015;06:00;UTC;02.01.2015;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;60;60;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
02.01.2015;06:00;UTC;02.01.2015;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;60;60;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn;Konventionell
02.01.2015;07:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;114;120;1830;TransnetBW;50Hertz & TenneT DE;Heizkraftwerk Heilbronn;Konventionell
02.01.2015;07:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;114;120;1830;TransnetBW;50Hertz & TenneT DE;Kraftwerk Lippendorf;Konventionell
02.01.2015;07:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;114;120;1830;TransnetBW;50Hertz & TenneT DE;Heizkraftwerk Heilbronn;Konventionell
02.01.2015;07:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;114;120;1830;TransnetBW;50Hertz & TenneT DE;Kraftwerk Lippendorf;Konventionell
02.01.2015;07:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;408;642;6526;TransnetBW;50Hertz & TenneT DE;Kraftwerk Lippendorf;Konventionell
02.01.2015;10:00;UTC;02.01.2015;17:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;139;260;970;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
02.01.2015;10:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;42;42;546;TenneT DE;50Hertz & TenneT DE;Gebersdorf 2;Konventionell
02.01.2015;15:00;UTC;02.01.2015;22:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;134;243;998;50Hertz;50Hertz & TenneT DE;Boxberg, Jänschwalde, Moorburg, Schkopau, Schwarze Pumpe;Konventionell
02.01.2015;22:00;UTC;02.01.2015;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;120;120;120;TransnetBW;50Hertz & TenneT DE;Heizkraftwerk Heilbronn;Konventionell
