BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
20.01.2017;23:00;UTC;21.01.2017;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;98;125;735;TransnetBW;Amprion;Reservekraftwerk Heilbronn Block 6;Konventionell
20.01.2017;23:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;316,88;350;7605;Amprion;Amprion;Niederaußem;Konventionell
20.01.2017;23:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;245,83;475;5900;Amprion;Amprion;Neurath;Konventionell
20.01.2017;23:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;7200;Amprion;Amprion;Neurath;Konventionell
20.01.2017;23:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;220,31;335;5287,5;Amprion;Amprion;Niederaußem;Konventionell
20.01.2017;23:00;UTC;21.01.2017;02:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;110;330;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
20.01.2017;23:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;210;335;5040;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
20.01.2017;23:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;251,88;400;5037,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
20.01.2017;23:00;UTC;21.01.2017;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;110;220;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
20.01.2017;23:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170;170;4080;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2;Konventionell
20.01.2017;23:00;UTC;21.01.2017;22:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;425,42;430;10103,75;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack;Konventionell
20.01.2017;23:15;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;192,11;400;4562,5;Amprion;Amprion;Neurath;Konventionell
20.01.2017;23:15;UTC;21.01.2017;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;181,73;485;1181,25;TransnetBW;Amprion;Vorarlberger Illwerke AG;Sonstiges
21.01.2017;00:00;UTC;21.01.2017;06:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;121,85;150;822,5;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
21.01.2017;00:00;UTC;21.01.2017;07:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;144;200;1044;TenneT DE;TransnetBW;Mehrum;Konventionell
21.01.2017;00:15;UTC;21.01.2017;07:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;159;200;1075;TenneT DE;TransnetBW;Heyden;Konventionell
21.01.2017;00:15;UTC;21.01.2017;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;303,23;400;2350;TransnetBW;TenneT DE & TransnetBW;Vorarlberger Illwerke AG;Sonstiges
21.01.2017;01:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;215;220;4730;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;10YDE-RWENET---I;Sonstiges
21.01.2017;01:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;431,64;560;9496;Amprion;Amprion;10YDE-RWENET---I;Sonstiges
21.01.2017;02:00;UTC;21.01.2017;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;78;78;468;TransnetBW;TenneT DE & TransnetBW;Reservekraftwerk Marbach GT 2;Konventionell
21.01.2017;02:00;UTC;21.01.2017;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;78;78;468;TransnetBW;TenneT DE & TransnetBW;Reservekraftwerk Marbach GT 3;Konventionell
21.01.2017;02:00;UTC;21.01.2017;08:00;UTC;NULL;Wirkleistungseinspeisung reduzieren;393;400;2356;50Hertz;TenneT DE;Jänschwalde,Lippendorf Vattenfall (EPH);Konventionell
21.01.2017;06:30;UTC;21.01.2017;09:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;126,09;170;346,75;Amprion;Amprion;Hamm Uentrop;Konventionell
21.01.2017;06:30;UTC;21.01.2017;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;60;270;Amprion;Amprion;Netzreservekraftwerk KMW 2;Konventionell
21.01.2017;06:30;UTC;21.01.2017;09:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;126,09;170;346,75;Amprion;Amprion;Hamm Uentrop;Konventionell
21.01.2017;07:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;274;390;4388;TenneT DE;Amprion;Reservekraftwerk Irsching 5;Konventionell
21.01.2017;07:15;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;1575;Amprion;Amprion;Neurath;Konventionell
21.01.2017;07:15;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;1575;Amprion;Amprion;Neurath;Konventionell
21.01.2017;07:30;UTC;21.01.2017;11:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55,57;94;194,5;Amprion;Amprion;Netzreservekraftwerk Darmstadt;Konventionell
21.01.2017;08:00;UTC;21.01.2017;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;33;33;33;TenneT DE;Amprion;Reisach 2;Sonstiges
21.01.2017;08:00;UTC;21.01.2017;09:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;33;33;33;TenneT DE;Amprion;Reisach 1;Sonstiges
21.01.2017;11:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;25;25;300;Amprion;Amprion;Neurath;Konventionell
21.01.2017;15:45;UTC;21.01.2017;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;76,92;80;250;Amprion;Amprion;Herne;Konventionell
21.01.2017;15:45;UTC;21.01.2017;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110,38;120;358,75;Amprion;Amprion;Herne;Konventionell
21.01.2017;16:00;UTC;21.01.2017;16:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;15;5;Amprion;Amprion;GK-West;Konventionell
21.01.2017;19:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;800;Amprion;Amprion;Stummhafen;Konventionell
21.01.2017;20:30;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;270;300;675;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Walsum;Konventionell
21.01.2017;20:30;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;98;100;245;Amprion;TenneT DE & Amprion;Weiher;Konventionell
21.01.2017;20:30;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;300;625;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher;Konventionell
21.01.2017;20:30;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;255;300;638;TenneT DE;TenneT DE & Amprion;Mehrum;Konventionell
21.01.2017;21:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;205;270;410;TenneT DE;TenneT DE & Amprion;Staudinger 5;Konventionell
21.01.2017;21:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;85;85;170;TransnetBW;Amprion;Heizkraftwerk Heilbronn Block 7;Konventionell
21.01.2017;21:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;356,25;400;712,5;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn Block 7;Konventionell
21.01.2017;21:00;UTC;21.01.2017;21:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;75;37,5;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
21.01.2017;22:00;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;127,5;225;127,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Niederaußem;Konventionell
21.01.2017;22:45;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;205;205;51,25;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Niederaußem;Konventionell
21.01.2017;22:45;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;75;19;TenneT DE;Amprion;Gebersdorf 1;Konventionell
21.01.2017;22:45;UTC;21.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;25;TenneT DE;Amprion;Gebersdorf 2;Konventionell
21.01.2017;23:00;UTC;22.01.2017;05:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;282;300;1832;TenneT DE;TenneT DE & Amprion;Mehrum;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;130;130;3120;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Gebersdorf 2;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;1920;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Gebersdorf 1;Konventionell
21.01.2017;23:00;UTC;22.01.2017;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;238;270;238;TenneT DE;TenneT DE & Amprion;Staudinger 5;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;107;115;2570;TenneT DE;Amprion;Gebersdorf 1;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;140;3354;TenneT DE;Amprion;Gebersdorf 2;Konventionell
21.01.2017;23:00;UTC;22.01.2017;00:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;3;3;3;TenneT DE;TenneT DE & Amprion;Gebersdorf 2;Konventionell
21.01.2017;23:00;UTC;22.01.2017;05:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;136,67;150;820;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn Block 7;Konventionell
21.01.2017;23:00;UTC;22.01.2017;05:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;96,67;330;580;TransnetBW;TenneT DE;Vorarlberger Illwerke AG;Sonstiges
21.01.2017;23:00;UTC;22.01.2017;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;338,12;420;5410;TransnetBW;Amprion;Heizkraftwerk Heilbronn Block 7;Konventionell
21.01.2017;23:00;UTC;22.01.2017;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;135;135;270;TransnetBW;Amprion;Kraftwerk Walheim GT D;Konventionell
21.01.2017;23:00;UTC;22.01.2017;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;100;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT A;Konventionell
21.01.2017;23:00;UTC;22.01.2017;14:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;154,67;160;2320;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
21.01.2017;23:00;UTC;22.01.2017;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;65;65;130;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT B;Konventionell
21.01.2017;23:00;UTC;22.01.2017;13:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;70;980;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT E;Konventionell
21.01.2017;23:00;UTC;22.01.2017;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;93;93;186;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT C;Konventionell
21.01.2017;23:00;UTC;22.01.2017;05:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;600;Amprion;TenneT DE & Amprion;Weiher;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;160;200;2880;Amprion;Amprion;Stummhafen;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;315;315;7560;Amprion;Amprion;Niederaußem;Konventionell
21.01.2017;23:00;UTC;22.01.2017;15:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;500;500;8000;Amprion;Amprion;Neurath;Konventionell
21.01.2017;23:00;UTC;22.01.2017;01:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;75;150;Amprion;Amprion;Netzreservekraftwerk Darmstadt;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;2400;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;7200;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
21.01.2017;23:00;UTC;22.01.2017;16:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;1597,5;Amprion;Amprion;Neurath;Konventionell
21.01.2017;23:00;UTC;22.01.2017;16:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;244,99;295;4164,75;Amprion;Amprion;Walsum;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;445;445;10680;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;2400;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
21.01.2017;23:00;UTC;22.01.2017;15:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;284,55;300;4695;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Niederaußem;Konventionell
21.01.2017;23:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170;170;4080;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2;Konventionell
21.01.2017;23:00;UTC;22.01.2017;15:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;284,55;300;4695;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher;Konventionell
22.01.2017;00:00;UTC;22.01.2017;04:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;194,74;200;925;TransnetBW;TenneT DE & TransnetBW;Vorarlberger Illwerke AG;Sonstiges
22.01.2017;00:00;UTC;22.01.2017;04:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;188;200;892;TenneT DE;TransnetBW;Farge;Konventionell
22.01.2017;05:00;UTC;22.01.2017;05:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30;30;15;TenneT DE;TenneT DE & Amprion;Gebersdorf 1;Konventionell
22.01.2017;12:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;385,39;500;4239,25;Amprion;Amprion;10YDE-RWENET---I;Sonstiges
22.01.2017;15:15;UTC;22.01.2017;19:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;54,6;135;204,75;Amprion;Amprion;Knapsack;Konventionell
22.01.2017;18:45;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50,65;200;215,25;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack;Konventionell
22.01.2017;18:45;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;35,29;70;150;TransnetBW;TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
22.01.2017;20:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;40;80;120;TransnetBW;TransnetBW;Reservekraftwerk Heilbronn Block 6;Konventionell
22.01.2017;20:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;40;80;120;TransnetBW;TransnetBW;Reservekraftwerk Heilbronn Block 5;Konventionell
22.01.2017;20:00;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100,75;154;302,25;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Stummhafen;Konventionell
22.01.2017;20:15;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;40;80;110;TransnetBW;TransnetBW;Reservekraftwerk Walheim Block 2;Konventionell
22.01.2017;21:15;UTC;22.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;192,86;300;337,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Walsum;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;670,74;780;16097,75;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;10YDE-RWENET---I;Sonstiges
22.01.2017;23:00;UTC;22.01.2017;23:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;25;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Walsum;Konventionell
22.01.2017;23:00;UTC;23.01.2017;03:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;570;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
22.01.2017;23:00;UTC;23.01.2017;04:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;297,75;400;1488,75;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;7200;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;446;449;10704;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
22.01.2017;23:00;UTC;23.01.2017;04:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;43,6;94;54,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Stummhafen;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;155,21;315;3725;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Niederaußem;Konventionell
22.01.2017;23:00;UTC;23.01.2017;03:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;570;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Neurath;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;142,5;170;3420;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;225,52;300;5412,5;Amprion;Amprion;Walsum;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;4800;Amprion;Amprion;Knapsack;Konventionell
22.01.2017;23:00;UTC;23.01.2017;11:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;98,6;100;1232,5;Amprion;Amprion;Stummhafen;Konventionell
22.01.2017;23:00;UTC;23.01.2017;04:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;500;500;2500;TransnetBW;Amprion;Heizkraftwerk Heilbronn Block 7;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;65;65;1560;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT E;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;87,55;125;2101,25;TransnetBW;TransnetBW;Reservekraftwerk Heilbronn Block 6;Konventionell
22.01.2017;23:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;132,58;560;2353,25;TransnetBW;Amprion;Vorarlberger Illwerke AG;Sonstiges
22.01.2017;23:00;UTC;23.01.2017;02:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;77,5;85;232,5;TransnetBW;TransnetBW;Vorarlberger Illwerke AG;Sonstiges
22.01.2017;23:00;UTC;23.01.2017;21:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;89,01;90;2025;TransnetBW;TransnetBW;Reservekraftwerk Walheim Block 2;Konventionell
22.01.2017;23:00;UTC;23.01.2017;22:45;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;78,68;80;1868,75;TransnetBW;TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
22.01.2017;23:00;UTC;23.01.2017;05:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;90;562;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Gebersdorf 1;Konventionell
22.01.2017;23:00;UTC;23.01.2017;04:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;160;880;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Gebersdorf 2;Konventionell
22.01.2017;23:00;UTC;23.01.2017;21:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;4400;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Staudinger 4;Konventionell
23.01.2017;01:30;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;86,92;125;1868,75;TransnetBW;TransnetBW;Reservekraftwerk Heilbronn Block 5;Konventionell
23.01.2017;04:00;UTC;23.01.2017;19:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;102,13;135;1404,25;TransnetBW;Amprion;Kraftwerk Walheim GT D;Konventionell
23.01.2017;04:00;UTC;23.01.2017;11:30;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;90;675;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT C;Konventionell
23.01.2017;04:30;UTC;23.01.2017;05:15;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;68;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
23.01.2017;04:30;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;4625;Amprion;Amprion;Niederaußem;Konventionell
23.01.2017;04:45;UTC;23.01.2017;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;130;130;422,5;Amprion;Amprion;Netzreservekraftwerk KMW 2;Konventionell
23.01.2017;04:45;UTC;23.01.2017;08:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;75;243,75;Amprion;Amprion;Netzreservekraftwerk Darmstadt;Konventionell
23.01.2017;04:45;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;138,84;205;2533,75;Amprion;Amprion;Neurath;Konventionell
23.01.2017;05:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;46;46;805;TransnetBW;Amprion;Heizkraftwerk Stuttgart-Münster GT;Konventionell
23.01.2017;05:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55;55;990;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT B;Konventionell
23.01.2017;05:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;900;TransnetBW;Amprion;Heizkraftwerk Altbach/Deizisau GT A;Konventionell
23.01.2017;20:30;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;192;300;480;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Irsching 5;Konventionell
23.01.2017;20:30;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;45,5;50;113,75;Amprion;Amprion;GK-West;Konventionell
23.01.2017;20:45;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46,67;50;105;Amprion;Amprion;GK-West;Konventionell
23.01.2017;21:30;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;170;200;255;Amprion;Amprion;Neurath;Konventionell
23.01.2017;21:45;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;29;30;36,25;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Ensdorf;Konventionell
23.01.2017;22:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;1;1;1;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Kraftwerk Mainz Wiesbaden;Konventionell
23.01.2017;22:00;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;4;4;4;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Römerbrücke Heizkraftwerk ;Konventionell
23.01.2017;22:15;UTC;23.01.2017;23:00;UTC;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;10;10;7,5;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Ensdorf;Konventionell
